,SPY,QQQ,TLT,GLD,USO
2011-03-16,96.01708984375,47.38456344604492,61.07172393798828,136.24000549316406,317.44000244140625
2011-03-17,97.28785705566406,47.82209777832031,60.603572845458984,136.97000122070312,325.5199890136719
2011-03-18,97.64171600341797,47.71431350708008,60.76613235473633,138.3699951171875,327.760009765625
2011-03-21,99.15496826171875,48.6344108581543,60.40854263305664,139.13999938964844,329.0400085449219
2011-03-22,98.81102752685547,48.54678726196289,60.61012649536133,139.0500030517578,335.44000244140625
2011-03-23,99.09379577636719,48.81845474243164,60.53201675415039,140.33999633789062,336.8800048828125
2011-03-24,100.04151153564453,49.685977935791016,60.07695770263672,139.22000122070312,336.3999938964844
2011-03-25,100.34719848632812,49.80865478515625,59.927398681640625,139.25999450683594,337.44000244140625
2011-03-28,100.1026382446289,49.53699493408203,60.01192855834961,138.5399932861328,331.3599853515625
2011-03-29,100.77516174316406,50.01898193359375,59.550262451171875,138.2100067138672,334.6400146484375
2011-03-30,101.47065734863281,50.25558090209961,60.024925231933594,138.6699981689453,333.2799987792969
2011-03-31,101.33309936523438,50.32567596435547,59.90141296386719,139.86000061035156,340.79998779296875
2011-04-01,101.76107788085938,50.351966857910156,60.19257736206055,139.1999969482422,345.3599853515625
2011-04-04,101.84512329101562,50.18547058105469,60.257896423339844,139.83999633789062,346.0799865722656
2011-04-05,101.8298568725586,50.05401611328125,60.01626205444336,142.0500030517578,344.79998779296875
2011-04-06,102.15084075927734,50.17670440673828,59.11526107788086,142.3800048828125,346.9599914550781
2011-04-07,101.89099884033203,50.14164733886719,58.99773406982422,142.50999450683594,351.9200134277344
2011-04-08,101.53944396972656,49.905067443847656,58.68435287475586,143.66000366210938,361.20001220703125
2011-04-11,101.23377990722656,49.73855209350586,58.736568450927734,142.63999938964844,349.1199951171875
2011-04-12,100.47712707519531,49.39680862426758,59.369895935058594,141.61000061035156,338.3999938964844
2011-04-13,100.46947479248047,49.817405700683594,59.742103576660156,141.89999389648438,342.0
2011-04-14,100.54590606689453,49.72979736328125,59.696380615234375,143.80999755859375,346.239990234375
2011-04-15,100.91273498535156,49.64215850830078,60.505958557128906,145.0500030517578,349.67999267578125
2011-04-18,99.7816390991211,49.29165267944336,60.64310836791992,145.92999267578125,343.0400085449219
2011-04-19,100.35482025146484,49.59834671020508,60.90431213378906,145.92999267578125,343.6000061035156
2011-04-20,101.72286987304688,50.720001220703125,60.51251220703125,146.5,353.760009765625
2011-04-21,102.24256134033203,51.12309646606445,60.46027374267578,146.74000549316406,356.55999755859375
2011-04-25,102.13555145263672,51.25455856323242,60.68880844116211,146.8699951171875,356.239990234375
2011-04-26,103.01448059082031,51.54372787475586,61.276397705078125,146.3800048828125,355.8399963378906
2011-04-27,103.6869888305664,51.89425277709961,60.64965057373047,149.1999969482422,360.1600036621094
2011-04-28,104.02327728271484,51.81538391113281,61.11320495605469,149.82000732421875,358.6400146484375
